index,phrase,recording_id,start,duration,channel,language,speaker,gloss,lemmata,fst_normalized,num_raw_variants,token_count
3695,kukunga kakage langtidi ne l@ver,HH20221009,1393.18,3.37,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] see-ben-antip[CLL,IT,DEP,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ŋgá aŋ-it̪-ið ŋgá lə̀və́r,kúkùŋú ágàgɛ́ láŋìt̪ìðì nɛ̀ lə̀və́r,1,1
3696,kukunga kakage langtida ne l@ver,HH20221009,1421.935,2.34,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] see-loc-antip[CLL,VENT,DEP,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ŋgá aŋ-at̪-ið ŋgá lə̀və́r,kúkùŋú ágàgɛ́ láŋàt̪ìðà nɛ̀ lə̀və́r,1,1
3697,d@v@ledo ojo,HH01082021,1263.026,1.639,0,tic,Himidan,"pull[CLÐ,VENT,PFV] who[]",vəlɛð ɔ́ɟɔ́,ðə̀və̀lɛ̀ðɔ́ ɔ́ɟɔ́,1,2
3698,d@v@ledo non unere,HH20240126,145.853,2.08,0,tic,Himidan,"pull[CLÐ,VENT,PFV] porcupine[NOM,PL,left_h] yesterday[left_h]",vəlɛð òn ùnɛ́ɾɛ́,ðə̀və̀lɛ̀ðɔ́ nûn únɛ́ɾɛ́,1,3
3699,d@v@ledo ndon apri,HH01152021,1495.975,1.26,0,tic,Himidan,"pull[CLÐ,VENT,PFV] home[NOM,SG] boy[NOM,SG,left_h]",vəlɛð dún àpɾí,ðə̀və̀lɛ̀ðɔ́ dún ápɾí,1,1
3700,d@v@ledo ltuwel unere,HH20220712-1,2882.027,1.77,0,tic,Himidan,"pull[CLÐ,VENT,PFV] monkey[ACC,PL,left_h] yesterday[]",vəlɛð òɽùwɛ́l ùnɛ́ɾɛ́,ðə̀və̀lɛ̀ðɔ́ ltúwɛ́lɛ́ ùnɛ́ɾɛ́,1,2
3701,d@v@ledo apri ndon,HH01152021,1361.925,2.79,0,tic,Himidan,"pull[CLÐ,VENT,PFV,left_h] boy[NOM,SG,left_h] porcupine[NOM,PL]",vəlɛð àpɾí òn,ðə́və̀lɛ̀ðɔ́ ápɾí nùn,1,1
3702,d@v@ledo apri au,HH01152021,2322.675,2.62,0,tic,Himidan,"pull[CLÐ,VENT,PFV,left_h] boy[NOM,SG,left_h] how[]",vəlɛð àpɾí áò,ðə́və̀lɛ̀ðɔ́ ápɾí áò,1,1
3703,d@v@ledo apri,HH01082021,687.086,2.294,0,tic,Himidan,"pull[CLÐ,VENT,PFV] boy[NOM,SG,left_h]",vəlɛð àpɾí,ðə̀və̀lɛ̀ðɔ́ ápɾí,1,3
3704,d@v@ledinare dabra,HH20240223,2865.216,1.279,0,tic,Himidan,"pull[CLÐ,VENT,PFV,1PL.EXCL.OBJ,left_h] star[NOM,SG]",vəlɛð ðàbà,ðə́və̀lɛ̀ðéɲárɛ́ ðàbà,1,3
3705,d@v@ledengi,HH09242020,1074.634,1.454,0,tic,Himidan,"pull[CLÐ,VENT,PFV,3SG.OBJ,1SG.SBJ]",vəlɛð,ðə̀və̀lɛ̀ðɛ́ŋí,1,2
3706,d@v@ledanga unere,HH02262021,1150.813,1.88,0,tic,Himidan,"pull[CLÐ,VENT,PFV,3SG.OBJ,2SG.SBJ] yesterday[left_h]",vəlɛð ùnɛ́ɾɛ́,ðə̀və̀lɛ̀ðáŋá únɛ́ɾɛ́,1,3
3707,d@v@ledalo dabra,HH20240223,2897.298,0.907,0,tic,Himidan,"pull[CLÐ,VENT,PFV,3PL.OBJ,2SG.SBJ,left_h] star[NOM,SG]",vəlɛð ðàbà,ðə́və̀lɛ̀ðáló ðàbà,1,4
3708,d@v@leda idoro dabra,HH20240223,2759.494,1.908,0,tic,Himidan,"pull[CLÐ,INF] fall-loc[IT,IPFV] star[NOM,SG]",vəlɛð id-ɛt̪ ðàbà,ðə́və́lɛ́ðá ídɔ̀t̪ɔ̀ ðàbà,1,4
3709,kukunga kakage langte ne l@ver,HH20221009,667.83,2.87,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] see-ben[CLL,IT,DEP,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ŋgá aŋ-it̪ ŋgá lə̀və́r,kúkùŋú ágàgɛ́ láŋìt̪ɛ̀ nɛ̀ lə̀və́r,1,2
3710,kukunga kakage langta ne l@ver,HH20221009,756.215,3.7,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] see-loc[CLL,VENT,DEP,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ŋgá aŋ-at̪ ŋgá lə̀və́r,kúkùŋú ágàgɛ́ láŋàt̪à nɛ̀ lə̀və́r,1,2
3711,kumuteno nga unere,HH20230724,1961.92,1.85,0,tic,Himidan,"smell[CLG,VENT,PFV] aux[CLŊ,IT,PFV] yesterday[]",mut̪in ŋgá ùnɛ́ɾɛ́,kə̀mùt̪ìnɔ́ ŋà ùnɛ́ɾɛ́,1,1
3712,kumuteningi unere,HH20230724,1934.26,2.33,0,tic,Himidan,"how[] hurt-loc-pass[CLG,VENT,PFV,1SG.OBJ] yesterday[]",áò um-ɛt̪-in ùnɛ́ɾɛ́,kùmɛ̀t̪ìnɛ́ŋì ùnɛ́ɾɛ́,1,1
3713,kumutena na unere,HH20230724,2264.16,1.88,0,tic,Himidan,"hurt-loc[CLG,VENT,PFV] aux[CLƝ,IT,PFV] yesterday[]",um-ɛt̪ ŋgá ùnɛ́ɾɛ́,kùmɔ̀t̪ɔ́ ɲà ùnɛ́ɾɛ́,1,1
3714,kumute ningi unere,HH20230724,2157.73,1.45,0,tic,Himidan,"sip[CLG,IT,DEP] beat[CLN,VENT,PFV,3SG.OBJ,left_h] yesterday[]",mut̪ ij ùnɛ́ɾɛ́,kə̀mùt̪ɛ̀ níŋjú ùnɛ́ɾɛ́,1,1
3715,kumute ngane unere,HH20230724,2282.23,1.48,0,tic,Himidan,"sip[CLG,IT,DEP,left_h] milk[NOM,PL] yesterday[]",mut̪ lán ùnɛ́ɾɛ́,kə́mùt̪ɛ̀ ŋán ùnɛ́ɾɛ́,1,1
3716,kumu,HH20220227-1,1628.063,0.517,0,tic,Himidan,"village.name[NOM,SG]",kúmù,kúmù,1,1
3717,kumbuto nate unere,HH20230724,2070.42,1.8,0,tic,Himidan,"hurt-loc[CLG,VENT,DEP] aux[CLN,IPFV,1DU.INCL.OBJ] yesterday[]",um-ɛt̪ ŋgá ùnɛ́ɾɛ́,kùmɔ̀t̪ɔ̀ nátɛ́ ùnɛ́ɾɛ́,1,1
3718,kukungu ngomo,HH20210714,3398.515,1.9,0,tic,Himidan,"1st.born.male.child[ACC,SG] food/bread[NOM,PL,left_h]",kúkù lɔ̀mɔ̀,kúkùŋú ŋɔ́mɔ̀,1,1
3719,kukungu nanu unere,HH20220227-1,1512.416,2.282,0,tic,Himidan,"1st.born.male.child[ACC,SG] boil[VENT,IPFV] yesterday[]",kúkù man ùnɛ́ɾɛ́,kúkùŋú mànú ùnɛ́ɾɛ́,1,1
3720,kukunga wen ge langatido,HH20220403-1,1730.915,1.48,0,tic,Himidan,"1st.born.male.child[ACC,SG] parent/child-in-law[] this[CLG] aux drink-antip[CLL,IT,IPFV,2SG.OBJ,aux]",kúkù ùn <CL>ɛ́(1) ŋgá t̪-ið,kúkùŋú ùn gɛ́ láŋâ_t̪ìðɔ̀,1,1
3721,kukunga kakage lengco ora ngene,HH20221009,2121.095,2.6,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] show[CLL,VENT,DEP,left_h] sibling[ACC,SG] one[CLŊ]",kúkù ŋgá aŋc àɾò <CL>ɛ́nɛ̀,kúkùŋú ágàgɛ́ lɔ́ŋcɔ̀ òɾà ŋɛ́nɛ̀,1,2
3722,kukunga kakage lengcidu ngene,HH20221009,2061.185,3.9,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] speak.to-antip[VENT,IPFV] one[CLŊ]",kúkù ŋgá lɛŋc-ið <CL>ɛ́nɛ̀,kúkùŋú ágàgɛ́ lɛ̀ŋcìðú ŋɛ́nɛ̀,1,3
3723,kukunga kakage lengcido ngene,HH20221009,2188.01,2.95,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] show-antip[CLL,VENT,DEP,left_h] one[CLŊ]",kúkù ŋgá aŋc-ið <CL>ɛ́nɛ̀,kúkùŋú ágàgɛ́ láŋcìðɔ̀ ŋɛ́nɛ̀,1,2
3724,kukunga kakage lengcidi ngene,HH20221009,2046.015,2.28,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] speak.to-antip[IT,PFV] one[CLŊ]",kúkù ŋgá lɛŋc-ið <CL>ɛ́nɛ̀,kúkùŋú ágàgɛ́ lɛ́ŋcìðì ŋɛ́nɛ̀,1,1
3725,kukunga kakage langu ora,HH20221009,47.89,2.65,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] see[CLL,VENT,PFV] child[NOM,SG]",kúkù ŋgá aŋ órá,kúkùŋú ágàgɛ́ làŋú órá,1,3
3726,kukunga kakage langto ora ne l@ver,HH20221009,873.295,4.22,0,tic,Himidan,"1st.born.male.child[ACC,SG] aux[CLG,IT,PFV,WH.CLASS,2SG.SBJ] lay.egg-ben[IT,IMP] sibling[ACC,SG,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",kúkù ŋgá laŋ-it̪ àɾò ŋgá lə̀və́r,kúkùŋú ágàgɛ́ láŋít̪ɔ́ óɾà nɛ̀ lə̀və́r,1,2
3727,l@belu lic@lo,HH20230510-2,286.69,1.19,0,tic,Himidan,"sister's.husband/wive's.sister[NOM,PL,2SG/2PL] good[CLL]",ìb icəlo,lə̀bàló lìcə̀lò,1,1
3728,l@b@ralo unere,HH20230731-1,2575.72,1.46,0,tic,Himidan,"hit[CLL,VENT,PFV,3PL.OBJ,2SG.SBJ] yesterday[left_h]",biɽ ùnɛ́ɾɛ́,lə̀bìɽáló únɛ́ɾɛ́,1,4
3729,l@b@lej lic@lo,HH20230510-2,267.095,1.52,0,tic,Himidan,"sister's.husband/wive's.sister[NOM,PL,1SG/1PL.EXCL] good[CLL]",ìb icəlo,lə̀bàlɛ́j lìcə̀lò,1,1
3730,l@ nge v@leda tow@ni,HH20240209,797.84,1.573,0,tic,Himidan,"aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] aux[CLŊ,IT,PFV,3SG.OBJ,1SG.SBJ] pull[VENT,IMP,left_h] now[]",ŋgá ŋgá vəlɛð t̪ɔ́wɜ̀nì,lɛ́ ŋɛ̀ və́lɛ̀ðá t̪ɔ́wɜ̀nì,1,2
3731,l tuel lorla,HH20210305,1238.987,1.32,0,tic,Himidan,"aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] aux[CLT̪,IPFV,WH.LOCATIVE,3SG.OBJ,1SG.SBJ] tall.PL[CLL]",ŋgá ŋgá ɔrla,lɛ́ t̪ɛ́l lɔ̀rlà,1,1
3732,l e l v@leda tow@ni,HH20240209,1461.227,1.186,0,tic,Himidan,"aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] father[] aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] pull[VENT,IMP,left_h] now[]",ŋgá ɛt̪ ŋgá vəlɛð t̪ɔ́wɜ̀nì,lɛ́ ɛt̪ lɛ́ və́lɛ̀ðá t̪ɔ́wɜ̀nì,1,1
3733,kutodiji,HH20221127,2036.88,1.26,0,tic,Himidan,"rise-caus[CLG,VENT,PFV]",tuð-ij,kə̀tùðìjí,1,2
3734,kutidiji kutidiji,HH20221127,2028.12,2.81,0,tic,Himidan,"call-caus[CLG,VENT,PFV] call-caus[CLG,VENT,PFV]",utið-ij utið-ij,kùtìðìjí kùtìðìjí,1,1
3735,kutidiji,HH20221127,2020.095,1.2,0,tic,Himidan,"call-caus[CLG,VENT,PFV]",utið-ij,kùtìðìjí,1,1
3736,kuri,HH04092021,728.436,0.435,0,tic,Himidan,"Kuri (personal name)[NOM,SG]",kúɾí,kúɾí,1,1
3737,kunguti nginara anare,HH20230724,2063.77,1.48,0,tic,Himidan,"choose[CLG,IT,DEP,left_h] aux[CLŊ,IPFV,1PL.EXCL.OBJ] put[IT,IPFV,1PL.INCL.SBJ]",ut̪ ŋgá aɽ,kút̪ì ŋéɲár áɽàŕ,1,1
3738,kumutuno nare unere,HH20230724,2031.66,1.49,0,tic,Himidan,"smell[CLG,VENT,PFV] aux[CLƝ,IPFV,1DU.INCL.OBJ] yesterday[]",mut̪in ŋgá ùnɛ́ɾɛ́,kə̀mùt̪ìnɔ́ ɲátɛ́ ùnɛ́ɾɛ́,1,1
3739,kumuto nater unere,HH20230724,2009.07,1.58,0,tic,Himidan,"hurt-loc[CLG,VENT,DEP] aux[CLN,IPFV,1DU.INCL.OBJ] yesterday[]",um-ɛt̪ ŋgá ùnɛ́ɾɛ́,kùmɔ̀t̪ɔ̀ nátɛ́ ùnɛ́ɾɛ́,1,1
3740,kumuto nate unere,HH20230724,1992.44,1.62,0,tic,Himidan,"hurt-loc[CLG,VENT,DEP] aux[CLN,IPFV,1DU.INCL.OBJ] yesterday[]",um-ɛt̪ ŋgá ùnɛ́ɾɛ́,kùmɔ̀t̪ɔ̀ nátɛ́ ùnɛ́ɾɛ́,1,1
3741,kumuto nale unere,HH20230724,2217.79,1.88,0,tic,Himidan,"hurt-loc[CLG,VENT,DEP] stone[ACC,PL] yesterday[]",um-ɛt̪ âl ùnɛ́ɾɛ́,kùmɔ̀t̪ɔ̀ nálɛ́ ùnɛ́ɾɛ́,1,1
3742,kumutnong unere,HH20230724,2096.53,2.39,0,tic,Himidan,"hurt-loc[CLG,VENT,PFV,3SG.OBJ] yesterday[]",um-ɛt̪ ùnɛ́ɾɛ́,kùmɔ̀t̪ɔ́ŋ ùnɛ́ɾɛ́,1,1
3743,l@bolo,HH20211026,43.59,0.93,0,tic,Himidan,"wrestle[CLL,VENT,PFV]",bɔl,lə̀bɔ̀lú,1,2
3744,l@bo lic@lo,HH04092021,1734.779,1.544,0,tic,Himidan,"ball[NOM,SG] good[CLL]",lə̀bó icəlo,lə̀bó lìcə̀lò,1,1
3745,d@v@leda,HH09242020,298.519,1.172,0,tic,Himidan,"pull[CLÐ,INF]",vəlɛð,ðə́və́lɛ́ðá,1,1
3746,d@tuto dic@lo,HH20230608,731.283,2.022,0,tic,Himidan,"cough[CLÐ,INF] good[CLÐ]",tut icəlo,ðə́tútɔ́ ðìcə̀lò,1,3
3747,d@tro,HH05212021-1,961.238,0.7000000000000001,0,tic,Himidan,"drink[CLÐ,VENT,DEP]",t̪,ðə̀t̪ɔ̀,1,2
3748,d@tota ale dic@lo,HH20230612,1027.77,2.15,0,tic,Himidan,"throw[CLÐ,INF] stone[ACC,SG] good[CLÐ]",t̪ɔt̪ âl icəlo,ðə́t̪ɔ́t̪á álɛ́ ðìcə̀lò,1,3
3749,d@tora dijo dic@lo,HH20230612,778.97,1.95,0,tic,Himidan,"write[CLÐ,INF] slice-caus[IT,IPFV] good[CLÐ]",t̪ɔɽ ð-ij icəlo,ðə́t̪ɔ́ɽá ðíjɔ̀ ðìcə̀lò,1,3
3750,d@toda mna ulingge dic@lo,HH20230510-1,1593.27,1.27,0,tic,Himidan,"rise[CLÐ,INF] boil[IT,IPFV] night[NOM,SG] good[CLÐ]",tuð man ùlíŋgɛ́ icəlo,ðə́túðá mánà ùlíŋgɛ́ ðìcə̀lò,1,3
3751,d@toda mna ndobage dic@lo,HH20230510-1,1576.99,2.12,0,tic,Himidan,"rise[CLÐ,INF] boil[IT,IPFV] tomorrow[] good[CLÐ]",tuð man nd̪ɔ̀bàgɛ̀ icəlo,ðə́túðá mánà nd̪ɔ̀bàgɛ̀ ðìcə̀lò,1,3
3752,d@toda dic@lo,HH20230510-1,1552.45,1.15,0,tic,Himidan,"rise[CLÐ,INF] good[CLÐ]",tuð icəlo,ðə́túðá ðìcə̀lò,1,1
3753,d@to ngave dic@lo,HH20230608,654.879,1.714,0,tic,Himidan,"drink[CLÐ,INF] water[ACC,SG] good[CLÐ]",t̪ ŋáó icəlo,ðə́t̪ɔ́ ŋávɛ́ ðìcə̀lò,1,3
3754,d@ta dico,HH20230608,1378.726,1.293,0,tic,Himidan,"be.lost[CLÐ,INF] bad[CLÐ]",t̪(2) ico,ðə́t̪á ðìcò,1,2
3755,d@ta d@r edino,HH20220805-2,351.084,2.72,0,tic,Himidan,"be.lost[CLÐ,INF] rope[NOM,SG] fear[VENT,IPFV]",t̪(2) ðár ðiɲ(1),ðə́t̪á ðár ðìɲɔ́,1,5
3756,d@t@va rde dic@lo,HH20230612,380.72,1.58,0,tic,Himidan,"slice[CLÐ,INF] meat/vegetable/prey[NOM,SG,left_h] good[CLÐ]",t̪əv r̀ðɛ̀ icəlo,ðə́t̪ə́vá ŕðɛ̀ ðìcə̀lò,1,2
3757,d@roda,HH07242020-Zoom2,227.703,1.039,0,tic,Himidan,"cook[CLÐ,INF]",ɾɔð,ðə́ɾɔ́ðá,1,1
3758,d@rna dic@lo,HH20211005,527.287,1.44,0,tic,Himidan,"leather[NOM,SG] good[CLÐ]",ðə̀rnà icəlo,ðə̀rnà ðìcə̀lò,1,2
3759,l@do lic@lo,HH20220206-1,58.47,1.56,0,tic,Himidan,"slice[CLL,VENT,PFV] good[CLL]",ð icəlo,lə̀ðɔ́ lìcə̀lò,1,4
3760,l@do ede unere,HH20220213-1,960.856,1.254,0,tic,Himidan,"slice[CLL,VENT,PFV] meat/vegetable/prey[NOM,PL,left_h] yesterday[]",ð r̀ðɛ̀ ùnɛ́ɾɛ́,lə̀ðɔ́ ɛ́ðɛ̀ ùnɛ́ɾɛ́,1,1
3761,l@do ede ano unere,HH20220213-1,945.1,1.87,0,tic,Himidan,"slice[CLL,VENT,PFV] meat/vegetable/prey[NOM,PL,left_h] PARTICLE[] yesterday[]",ð r̀ðɛ̀ ánó ùnɛ́ɾɛ́,lə̀ðɔ́ ɛ́ðɛ̀ ánó ùnɛ́ɾɛ́,1,2
3762,l@do ede ano,HH20220213-1,884.259,1.141,0,tic,Himidan,"slice[CLL,VENT,PFV] meat/vegetable/prey[NOM,PL,left_h] PARTICLE[]",ð r̀ðɛ̀ ánó,lə̀ðɔ́ ɛ́ðɛ̀ ánó,1,4
3763,l@do ede,HH20220213-1,874.62,2.3,0,tic,Himidan,"slice[CLL,VENT,PFV] meat/vegetable/prey[NOM,PL,left_h]",ð r̀ðɛ̀,lə̀ðɔ́ ɛ́ðɛ̀,1,2
3764,l@do,HH20230717-1,528.313,1.187,0,tic,Himidan,"build[CLL,VENT,PFV]",ɔd,lɔ̀dɔ́,1,1
3765,l@derlelir lic@lo,HH20230407,343.387,1.75,0,tic,Himidan,"maternal.aunt/uncle[NOM,PL,1PL.INCL] good[CLL]",d̪ɛ́r icəlo,ld̪ɛ́rlɜ̀lír lìcə̀lò,1,2
3766,l@dere lic@lo,HH09102020,206.49,2.18,0,tic,Himidan,"girl[NOM,PL] good[CLL]",èd̪ɛ̀ɾɛ́ icəlo,lə̀d̪ɛ̀ɾɛ́ lìcə̀lò,1,1
3767,l@dere,HH20221003,2768.361,0.8200000000000001,0,tic,Himidan,"girl[NOM,PL]",èd̪ɛ̀ɾɛ́,lə̀d̪ɛ̀ɾɛ́,1,1
3768,l@darlej,HH20230524-2,783.92,0.993,0,tic,Himidan,"maternal.aunt/uncle[NOM,PL,1SG/1PL.EXCL]",d̪ɛ́r,ld̪ɛ́rlɛ́j,1,2
3769,l@d@rnono,HH20231104,1894.245,1.52,0,tic,Himidan,"fear.REDUP-loc[CLL,VENT,PFV]",ðirɲ-ɛt̪,lə̀ðìrɲɔ̀t̪ɔ́,1,5
3770,l@cila lairdeco tolen ano,HH20230717-1,2407.56,1.9,0,tic,Himidan,"good.person[NOM,PL] aux deceive[CLL,IT,PFV,aux,left_h] lion[ACC,SG,left_h] PARTICLE[]",ìcə̀là ŋgá iɾdɛc t̪òlé ánó,lə̀cə̀là lá_íɾdɛ̀cì t̪ólèɲá ánó,1,1
3771,l@c@la lirdeco tolen ano,HH20230717-1,2395.55,2.03,0,tic,Himidan,"good.person[NOM,PL] student[ACC,PL,left_h] lion[ACC,SG] PARTICLE[]",ìcə̀là ìɾìcɔ̀cɔ̀ t̪òlé ánó,lə̀cə̀là lírcɛ̀cɔ̀ t̪òlèɲá ánó,1,1
3772,l@butu,HH11252020,1930.797,0.8290000000000001,0,tic,Himidan,"dove[NOM,SG]",lùbút̪ú,lùbút̪ú,1,1
3773,l@bulijil urno unere,HH20210326,1654.278,2.05,0,tic,Himidan,"wrestle(transitive)[CLL,VENT,PFV,WH.LOCATIVE] grandfather/grandchild[NOM,SG,left_h] yesterday[]",bulij ùrnɔ̀ ùnɛ́ɾɛ́,lə̀bùlìjíl úrnɔ̀ ùnɛ́ɾɛ́,1,3
3774,l@brodidu,HH20231104,1985.855,1.37,0,tic,Himidan,"dance-antip[CLL,VENT,PFV,3SG.OBJ]",abuð-ið,làbŋùðìðú,1,1
3775,l@manalo lic@lo,HH20230407,1591.3,1.47,0,tic,Himidan,"boil[CLL,VENT,PFV,3PL.OBJ,2SG.SBJ] good[CLL]",man icəlo,lə̀mànáló lìcə̀lò,1,1
3776,l@madaj lic@lo,HH20230407,1248.31,1.25,0,tic,Himidan,"close.friend[NOM,PL,1SG/1PL.EXCL] good[CLL]",ɛ̀màð icəlo,lɛ̀màðáj lìcə̀lò,1,1
3777,l@mad lic@lo,HH20220326-3,32.015,1.71,0,tic,Himidan,"close.friend[NOM,PL] good[CLL]",èmàð icəlo,lə̀màð lìcə̀lò,1,3
3778,l@kototo ora iro ere,HH20220220-3,657.527,2.465,0,tic,Himidan,"braid-loc[CLL,VENT,PFV] sibling[ACC,SG,left_h] marry[VENT,IMP] inside.house[NOM,SG]",kɔt̪-ɔt̪ àɾò ib ɛ́ɽɛ́,lə̀kɔ̀t̪ɔ̀t̪ɔ́ óɾà ìbɔ́ ɛ́ɽɛ́,1,1
3779,l@koto uni unere,HH20211102,2806.018,2.64,0,tic,Himidan,"braid[CLL,VENT,PFV] palm.leaf.basket[NOM,SG,left_h] yesterday[]",kɔt̪ ònì ùnɛ́ɾɛ́,lə̀kɔ̀t̪ɔ́ ónì ùnɛ́ɾɛ́,1,4
3780,l@kido ngona unere,HH20220206-2,1764.21,1.77,0,tic,Himidan,"open[CLL,VENT,PFV] top[ACC,PL,left_h] yesterday[]",kið lɔ̀ɲɔ̀(1) ùnɛ́ɾɛ́,lə̀kìðɔ́ ŋɔ́ɲà ùnɛ́ɾɛ́,1,3
3781,l@jideci dijo dun unere,HH20220809-1,878.0,1.96,0,tic,Himidan,"milk-loc[CLL,VENT,PFV] cow[NOM,SG,left_h] home[NOM,SG] yesterday[left_h]",ɟið-ɛc dìjɔ́ dún ùnɛ́ɾɛ́,lə̀ɟìðɛ̀cí díjɔ́ dún únɛ́ɾɛ́,1,3
3782,l@jarjo,HH20231104,1847.145,1.29,0,tic,Himidan,"eat.REDUP[CLL,VENT,PFV]",jaj,lə̀jàjɔ́,1,1
3783,l@gwoto kuku,HH04092021,2240.304,1.787,0,tic,Himidan,"repair[CLL,VENT,PFV] 1st.born.male.child[NOM,SG]",kwɔt̪ kúkù,lə̀kwɔ̀t̪ɔ́ kúkù,1,2
3784,l@garor lomode unere,HH08142020,3499.95,3.377,0,tic,Himidan,"break[VENT,PFV,1PL.INCL.SBJ] count[CLL,VENT,PFV] yesterday[]",kaɾ umɛð ùnɛ́ɾɛ́,lə́kàɾóŕ lùmɔ̀ðɔ́ ùnɛ́ɾɛ́,1,3
3785,l@garo lomode unere,HH08142020,3476.922,2.729,0,tic,Himidan,"break[VENT,PFV,1DU.INCL.SBJ] count[CLL,VENT,PFV] yesterday[]",kaɾ umɛð ùnɛ́ɾɛ́,lə́kàɾó lùmɔ̀ðɔ́ ùnɛ́ɾɛ́,1,2
3786,l@garo l@mode unere,HH08142020,3660.807,2.473,0,tic,Himidan,"break[CLL,VENT,PFV] log[NOM,SG,left_h] yesterday[]",kaɾ lə̀mɔ́ð ùnɛ́ɾɛ́,lə̀kàɾó lə́mɔ́ð ùnɛ́ɾɛ́,1,2
3787,l@dordoto kuku,HH04092021,2175.409,2.462,0,tic,Himidan,"push-loc[CLL,VENT,PFV] 1st.born.male.child[NOM,SG]",dɔŋð-ɔt̪ kúkù,lə̀dɔ̀ŋðɔ̀t̪ɔ́ kúkù,1,5
3788,l@dongdo rro unere,HH20220326-1,323.515,2.08,0,tic,Himidan,"push[CLL,VENT,PFV] goat[NOM,SG,left_h] yesterday[]",dɔŋð r̀ɽò ùnɛ́ɾɛ́,lə̀dɔ̀ŋðɔ́ ŕɽò ùnɛ́ɾɛ́,1,3
3789,l@dong le ngen,HH20230414-1,186.71,1.52,0,tic,Himidan,"offspring[NOM,PL] aux[CLL,IPFV,3SG.OBJ,1SG.SBJ] dog[NOM,SG]",èðɔ̀ŋ ŋgá ŋɛ́n,lə̀ðɔ̀ŋ lɛ́ ŋɛ́n,1,1
3790,l@dong,HH20230407,1449.65,0.99,0,tic,Himidan,"offspring[NOM,PL]",èðɔ̀ŋ,lə̀ðɔ̀ŋ,1,1
3791,l@per lic@lo,HH11042020-Zoom-1,1419.206,1.358,0,tic,Himidan,"field[NOM,SG] good[CLL]",lə̀və́r icəlo,lə̀və́r lìcə̀lò,1,2
3792,l@papidu,HH20231104,1930.56,1.47,0,tic,Himidan,"carry-antip[CLL,VENT,PFV,3SG.OBJ]",ap-ið,lə̀ŋàpìðú,1,1
3793,l@p e r lic@lo,HH11042020-Zoom-1,1339.403,1.449,0,tic,Himidan,"hit[CLL,VENT,PFV] aux[CLT̪,IPFV,3SG.OBJ,1SG.SBJ] aux[CLR,IPFV] good[CLL]",p ŋgá ŋgá icəlo,lə̀pɔ́ t̪ɛ́ rá lìcə̀lò,1,4
3794,l@no ta unere,HH20211123,2626.806,1.818,0,tic,Himidan,"listen[CLL,VENT,PFV] aux[CLT̪,IPFV] yesterday[]",n ŋgá ùnɛ́ɾɛ́,lə̀ǹɔ́ t̪á ùnɛ́ɾɛ́,1,3
3795,l@no nongno unere,HH20220206-2,1952.385,2.84,0,tic,Himidan,"listen[CLL,VENT,PFV] well[left_h] yesterday[]",n nɔ̀ŋnɔ̀ ùnɛ́ɾɛ́,lə̀ǹɔ́ nɔ́ŋnɔ̀ ùnɛ́ɾɛ́,1,3
3796,l@ngardo lugo,HH20220326-1,418.92,1.62,0,tic,Himidan,"tear[CLL,VENT,PFV] dress/shirt/cloth[NOM,SG]",ŋarð lúgɔ́,lə̀ŋàrðɔ́ lúgɔ́,1,3
3797,l@nedo dino tow@ni,HH20220719-2,3873.715,1.6,0,tic,Himidan,"refuse/hate[CLL,VENT,PFV] slice-pass[VENT,IPFV,left_h] now[]",nɛð ð-in t̪ɔ́wɜ̀nì,lə̀nɛ̀ðɔ́ ðínɔ́ t̪ɔ́wɜ̀nì,1,3
